8845866,95,372,447,674
3702445,147,703,802,421
3317604,955,446,721,509
9161587,372,78,200,578
1891486,224,854,597,94
530579,960,99,305,573
6527297,902,356,315,765
2039639,922,218,746,720
6925043,322,763,524,425
817248,186,498,798,813
8668719,259,606,268,573
9606769,520,762,333,206
1058605,638,181,151,857
3605457,795,900,277,89
237143,739,215,826,672
8089084,511,612,255,445
4987029,745,851,324,691
2755043,487,173,232,569
4052510,344,489,259,843
6334778,315,425,656,229
898895,936,103,751,521
8506495,565,947,935,229
3845280,457,222,783,342
4251209,726,298,185,569
2526786,894,108,775,567
8794458,644,324,384,502
3652972,88,766,632,90
4703133,9,610,202,572
1293438,627,677,265,718
5153435,708,94,459,670
1332181,702,106,509,237
454039,302,997,299,300
9753332,762,183,229,53
3074542,804,647,244,706
1442939,973,820,546,699
7689803,489,300,408,122
7230943,386,47,481,548
1544357,72,671,292,825
1591871,450,78,752,642
5731438,441,668,446,468
1850471,723,711,543,317
8181384,427,429,768,113
6329746,71,134,973,106
3046697,139,281,540,828
2790179,553,599,786,610
340551,238,265,113,435
5061144,647,42,697,339
2480061,290,218,548,776
2010354,483,757,427,91
2584995,506,807,787,349
5074662,767,939,655,314
9329662,993,893,1,985
6905755,634,998,631,774
2929694,267,644,313,421
4260414,468,27,597,94
6840853,375,724,719,245
3208043,977,244,654,166
811161,786,90,251,418
5421058,734,338,302,322
9347921,173,117,638,345
5786653,678,345,269,334
2414047,196,428,804,492
8220709,751,845,850,94
2227677,861,613,525,107
9976460,752,740,664,155
9547747,261,901,701,462
8402200,102,48,462,228
4765979,518,527,84,481
3343273,669,65,192,215
1882589,682,693,133,462
441348,440,110,668,728
8348544,302,483,277,134
9658422,47,550,478,901
4161065,971,723,732,526
6711702,162,172,979,743
5029381,879,451,550,408
250940,719,842,429,486
7637625,844,271,455,942
5433537,761,357,461,412
9546823,831,643,35,110
3049328,133,932,999,916
4734210,509,195,737,453
1702445,336,55,168,732
7797649,431,251,645,190
3637984,92,631,67,55
3762559,38,475,742,576
893832,855,821,830,939
2137300,828,579,663,707
193923,547,495,701,423
2780247,686,328,130,268
5105545,240,967,178,462
5236122,702,38,225,673
9100251,64,171,21,352
6774683,186,402,933,5
6698738,114,671,331,345
7311151,890,628,730,829
5005553,925,987,959,454
8640024,614,60,657,16
1788337,235,784,188,255
2192180,440,534,124,457
2762891,742,272,948,954
6036331,752,638,719,969
5951852,418,989,221,533
490492,647,635,206,472
3335779,603,101,483,903
6591460,872,133,872,104
1815050,865,889,298,951
6249213,506,837,20,154
9731385,680,943,363,990
7529252,296,407,661,736
7806851,638,578,89,524
8683756,310,993,319,161
5140605,873,150,417,753
2398632,132,657,718,905
2977259,198,841,11,284
2746627,710,633,917,380
9654572,851,86,48,353
394487,53,234,767,643
1991264,377,199,337,391
6861497,785,437,567,632
8681281,552,373,966,351
9945579,20,862,177,386
9782503,211,180,38,577
3310685,703,561,221,467
5600218,652,954,53,728
20293,960,797,536,913
2629539,879,873,292,137
2009905,368,554,401,872
3653301,49,110,169,378
4000095,204,228,906,157
1411850,818,338,657,250
9647414,584,875,942,560
6009183,923,411,928,439
9695871,771,134,164,722
4176752,934,11,100,420
4090931,205,669,370,45
7108623,819,978,621,240
1141423,459,62,744,736
6204229,141,488,525,779
7631539,664,311,786,779
8472449,362,272,326,337
1284614,57,291,578,288
433125,374,754,972,764
1886076,51,637,596,866
5025852,183,815,480,384
4380418,955,734,732,488
1869235,99,585,669,117
8908090,289,730,7,792
4245380,817,366,740,973
4584235,526,485,263,202
9154655,906,405,166,16
8168862,608,799,684,478
4642404,12,579,138,995
7332364,919,948,825,991
337065,830,716,944,714
2113297,765,538,389,263
8763126,886,843,559,342
3401208,264,604,11,37
2784111,711,836,458,695
3948112,891,910,201,719
1332546,607,942,49,33
4111769,396,90,6,225
4670767,748,211,43,583
3481355,749,661,350,84
821010,608,850,642,103
2209704,365,59,175,991
158874,657,525,751,555
9384814,831,341,906,311
6964546,879,852,202,774
8408245,470,662,874,611
9046733,958,88,596,823
69597,925,62,716,18
2748798,976,526,274,986
7435646,369,467,411,553
7080506,843,357,790,96
714757,84,295,415,876
1166156,832,598,28,212
7619897,719,527,171,282
7323951,51,270,206,806
2966522,177,857,411,726
6174300,833,966,19,656
1036003,793,592,989,138
8325241,982,172,421,657
9351071,680,67,276,572
1044375,257,239,58,743
6949472,861,526,33,429
6164515,390,886,664,83
922729,899,779,96,945
6943765,122,212,415,760
968935,752,157,248,316
5525336,694,871,897,933
6476739,457,214,48,278
3318479,607,966,34,721
7395169,782,365,822,783
4178302,383,972,48,548
8648893,773,671,907,274
9401578,472,92,516,782
4888657,313,903,459,680
5447258,554,201,482,768
164948,134,701,379,591
6929301,454,384,984,432
9082466,300,831,448,561
6091693,111,886,941,145
9591555,14,20,724,58
1740366,450,989,228,352
8172832,961,68,784,100
1416787,16,807,128,908
9884818,443,449,685,571
4124317,443,924,937,677
9795252,824,447,762,196
6865157,608,129,44,926
8499537,264,990,116,498
7548148,640,65,480,180
7999576,938,992,869,603
138324,2,106,34,795
4638906,868,918,384,251
9129629,108,158,458,684
80057,776,151,924,675
8790987,161,450,346,706
9378675,237,817,209,714
3734148,122,624,677,323
1206508,940,373,169,43
2621707,828,52,353,581
3370968,17,653,733,50
4186543,640,112,207,33
2118222,664,606,217,470
6669973,892,573,401,752
9572622,306,407,519,554
4798635,288,734,231,140
4143746,460,532,224,638
6384322,168,733,963,730
7263513,68,912,537,257
4666815,680,486,145,448
2128281,958,522,665,601
2076665,349,606,430,817
1518453,332,298,541,876
4642596,217,148,389,871
6035096,398,294,976,427
8836693,572,582,508,59
3517723,97,868,99,466
8247342,588,334,253,433
9047892,61,985,719,231
1661972,636,113,850,346
7306041,118,118,470,845
9326421,769,856,998,62
9801380,561,315,234,321
5597205,101,474,119,898
7994699,896,819,546,246
394040,411,261,924,412
842156,715,225,447,183
3630446,381,671,926,966
106428,788,376,219,890
2691323,207,749,482,569
678728,399,533,128,557
1903279,691,931,624,438
2986559,785,182,418,786
6340732,719,51,272,505
5952052,690,414,292,275
7025248,797,337,872,127
336024,860,372,294,907
6918812,333,293,166,974
7538137,29,118,74,201
9612506,878,419,25,590
2599405,402,863,915,753
4388364,541,346,823,895
3060248,282,232,729,430
7285746,678,863,822,421
5555790,606,910,16,786
6004519,181,168,246,914
7789780,134,231,861,266
8767451,375,640,611,480
4955530,198,894,295,555
3766858,114,701,960,726
9280570,353,952,63,388
6333055,904,890,797,945
5401743,260,822,876,772
3476517,946,169,542,345
2428545,77,641,716,735
5437919,550,682,966,412
8959832,367,193,679,371
5067774,163,713,677,132
2478990,454,337,621,233
788160,179,364,747,568
1132688,226,317,818,662
4155098,509,239,532,794
5195607,891,409,340,633
4172687,344,791,696,257
132717,236,97,728,746
5998894,229,534,476,354
5420456,73,932,106,553
1253715,239,219,462,625
979723,416,769,273,742
1763723,198,546,820,32
3769379,982,350,614,726
4684468,313,286,893,446
8447657,86,805,427,507
7645364,557,810,156,947
1117554,878,924,702,111
5651224,46,827,988,391
7884726,49,508,220,884
5506857,993,964,334,343
1817054,467,392,147,343
5504438,737,787,339,875
8649859,929,469,554,310
9184862,240,759,783,279
8942098,340,416,470,801
1622104,875,364,179,279
58466,427,601,605,808
1901175,650,255,780,401
1079562,690,865,130,631
4915599,300,997,491,335
5224135,184,923,310,633
5046874,121,910,502,240
295205,678,623,893,485
6517767,915,20,203,742
1530763,745,221,12,55
8426428,957,409,154,661
2233964,503,675,475,167
4155624,582,704,127,456
2414441,409,123,458,906
3984534,803,588,757,947
975448,527,92,420,992
2145910,308,552,238,846
5883942,427,498,260,939
5522254,416,174,524,603
865540,596,131,790,385
586997,724,341,249,648
7246356,574,139,45,564
67661,357,631,882,166
6823949,748,563,579,939
6238236,944,379,914,666
2142675,172,177,181,531
6438506,499,616,829,862
1226655,93,653,992,34
8615741,639,814,66,978
2439832,394,240,108,259
1087343,377,151,143,613
3360960,791,655,382,608
8968924,572,102,228,922
5232899,639,500,176,148
1816442,922,436,134,113
2167167,428,303,585,759
1735780,640,504,783,269
8755079,953,644,8,659
5745656,514,746,271,70
6945435,221,560,502,106
3728143,807,900,201,744
1688588,405,25,803,813
1681110,439,34,863,300
2161063,607,881,740,287
9003767,171,285,922,42
3730828,656,193,153,485
7990884,965,950,689,24
6762024,65,233,662,222
7350550,569,273,278,963
8744488,689,290,844,643
2566148,286,825,28,284
264914,294,63,871,648
1077244,184,918,464,902
4349213,151,914,196,645
16011,435,259,673,569
2242523,544,636,742,372
3229992,406,544,68,733
6792178,24,843,335,97
6791611,289,199,193,574
149833,727,497,82,958
6928633,946,465,321,381
8464010,506,760,144,787
3077304,973,577,847,986
3866289,305,886,108,570
4773061,369,494,555,266
3027843,235,362,821,465
2067460,52,138,169,220
5079984,862,731,960,586
6168589,260,469,332,468
5940248,102,494,218,140
881770,567,680,341,134
5280632,713,561,273,342
749471,300,942,165,639
4658689,812,439,678,443
8704507,786,598,444,686
9883861,753,548,582,551
3578961,161,274,456,121
3955778,855,99,925,264
1337306,197,131,982,930
1506367,738,205,407,342
9968894,480,611,492,41
8403959,730,461,173,842
1760658,207,123,323,234
4299443,601,744,100,216
2030258,615,53,272,145
5865441,476,382,809,995
8383763,184,41,362,31
4156159,762,618,237,42
2438107,214,140,849,450
7108898,820,57,100,393
6508400,565,934,418,498
3431253,149,459,65,411
2601047,539,985,659,828
1536324,219,379,8,990
5434511,201,80,196,375
4111448,550,645,873,302
1914243,533,908,694,453
5193816,848,284,377,886
269064,690,853,271,205
6027532,452,629,122,597
4901636,878,907,694,35
9927656,317,317,499,955
4063368,526,314,715,187
4472390,291,945,809,954
2704321,275,252,436,193
3041631,626,971,78,249
6454396,975,725,649,497
9003063,888,102,972,324
3915322,800,642,898,784
4593715,40,708,419,109
3953364,758,949,879,448
150787,322,319,769,712
2643632,647,453,490,430
8443193,872,881,33,206
623389,924,780,164,156
5598119,879,941,383,918
8027029,116,81,899,907
3698839,788,507,157,901
1756744,303,617,501,631
5462210,743,65,573,646
3895995,856,518,801,44
4515788,383,104,631,974
8683407,508,101,181,459
7460954,571,581,651,754
2033928,14,467,9,732
3629780,745,997,71,583
3446273,853,152,719,799
6504448,913,112,559,54
6082345,277,652,766,675
5259035,50,397,379,295
5015697,12,914,832,169
2890726,877,134,867,595
5305652,663,107,475,595
6494035,90,271,887,759
4499128,177,862,156,465
2746987,40,581,248,1
8168026,604,372,258,397
8797517,295,263,543,927
7457809,470,768,593,956
9494361,406,515,1,341
6808240,597,577,543,623
610420,699,239,445,568
9322281,331,324,845,813
4533082,511,75,708,355
9601354,489,446,979,808
7545405,100,173,406,183
5928986,117,378,993,578
3056736,925,410,701,418
6820497,622,553,198,484
5142136,346,867,964,7
1050174,406,193,752,662
8078839,665,523,799,70
933918,528,960,790,856
210335,993,758,416,572
7014827,334,55,430,409
9735577,908,515,352,199
7471949,498,316,172,455
6846557,588,657,658,548
7481403,77,231,635,776
6997521,946,579,894,727
1188597,856,516,698,799
2308663,301,798,230,923
1511431,48,432,583,286
4067661,484,693,736,767
4083847,111,412,738,902
2916906,158,843,772,464
2948780,950,291,29,449
3979562,313,87,125,287
715722,473,817,204,508
5738361,32,688,331,773
3147478,1,642,282,646
9243579,211,958,505,34
8866121,497,532,90,768
3334216,771,418,614,441
6578941,604,761,348,234
8859342,789,27,934,770
2656095,432,560,789,490
5665910,923,223,500,519
2297004,119,724,815,325
1525339,442,757,251,737
644569,51,997,140,873
4426386,888,765,390,89
1226367,645,749,203,167
9944051,115,382,148,837
6197031,336,428,162,57
5859942,85,612,605,895
2905285,717,652,730,958
6969640,85,624,656,371
8779511,98,696,907,629
271770,896,586,58,588
2198151,742,583,304,483
390761,987,444,813,850
3222871,157,546,865,493
753348,670,870,925,805
2383151,587,456,361,558
9068712,578,491,467,10
8833621,832,565,323,555
4217357,370,454,860,299
2376066,239,98,970,479
5016835,146,760,562,733
3666943,311,612,755,766
4758828,644,690,296,387
5834609,28,487,500,333
848822,541,319,529,253
5154406,669,72,92,776
7157377,52,137,275,823
327079,421,587,986,195
3665647,370,198,125,559
1099412,272,208,438,380
5191120,948,181,672,288
6022098,622,772,976,513
8910641,646,980,189,126
5945931,23,724,513,34
4897335,399,856,295,606
6861755,818,816,491,511
9021739,100,107,498,578
7491289,862,574,595,935
1393664,664,946,397,489
737166,634,596,583,863
4814657,429,143,945,143
5653565,341,355,759,490
1157439,593,354,270,331
4275065,477,485,972,192
7581973,940,26,81,113
7718117,876,537,510,726
6789770,411,548,629,862
1451285,545,523,768,297
7147269,896,508,455,35
4575982,758,481,825,280
536473,355,385,305,102
8517043,9,748,318,495
4466652,308,580,455,932
4136065,510,754,305,197
9959238,152,386,468,172
1821284,391,37,851,563
122968,311,678,264,695
9952371,330,349,169,645
4498554,645,195,107,919
631564,919,142,991,395
5686692,129,847,149,697
8906341,565,455,875,670
9567178,206,780,916,755
5099206,264,780,575,165
4570029,8,503,903,846
4766098,39,146,825,694
1772399,339,396,858,550
1598252,314,737,741,553
5072782,153,721,248,285
7818958,360,519,171,832
1863406,936,86,230,304
763931,191,198,241,162
3623799,689,23,354,401
6013409,486,351,433,959
2586499,110,461,861,842
5838067,34,807,680,947
4491880,346,190,734,455
3181732,623,551,580,773
3465665,816,916,73,212
8486968,613,864,697,539
2612810,89,986,335,310
6617475,775,805,315,653
4363207,86,683,560,754
834484,842,656,533,564
2524379,865,616,663,429
5919341,302,731,254,12
5336615,944,656,14,180
7411418,814,151,210,963
5407953,358,808,360,324
6342208,889,351,737,591
1647820,105,510,505,660
5828544,141,325,315,793
8349014,803,719,386,449
451836,486,838,352,776
629339,722,760,146,687
556784,717,621,34,701
9734891,400,768,824,871
2443881,663,266,769,901
6121239,381,297,770,49
5610201,689,631,864,278
9822531,530,197,955,772
1331598,54,748,185,886
2001672,377,626,668,270
6212768,313,931,486,199
6747461,76,963,925,827
9980540,100,337,522,342
1731760,894,361,753,29
4978063,554,485,195,651
5963598,99,124,968,413
2876553,493,586,465,10
6934434,876,541,36,556
9805270,385,610,387,486
2421750,667,737,999,671
4021276,451,360,754,502
8812759,427,657,100,692
5245736,996,430,736,177
5965178,618,803,477,894
9178014,98,26,703,709
2677470,635,708,415,322
9710393,72,74,979,961
7297226,586,788,653,137
3802318,332,436,479,612
4457921,485,872,142,519
4413767,878,38,207,984
5713253,2,455,144,954
1007780,163,794,449,19
6779658,264,642,181,127
8753929,719,957,919,883
8182106,60,31,398,31
5516343,357,286,963,874
603365,246,339,672,268
5216210,15,414,358,581
5832869,416,775,236,844
4667485,264,325,361,660
1473848,91,206,119,35
8615554,59,625,385,396
179308,598,908,957,469
6293291,974,718,606,422
3923428,181,371,706,20
1580197,276,550,534,238
200118,666,569,730,616
1765054,137,989,2,536
8871937,471,175,548,152
1578138,602,594,352,867
2557113,447,90,203,816
7008055,415,424,677,720
1801905,827,206,928,47
2018514,467,45,255,905
4587667,547,590,588,11
5463503,490,596,46,545
9705168,828,810,77,143
3044854,731,548,908,995
8941873,957,533,551,901
9032047,509,704,361,287
9176676,248,21,326,881
2291569,416,362,374,2
6935535,983,214,344,475
670340,912,349,343,536
2148858,458,346,412,407
6709535,444,414,955,480
4753115,261,655,428,257
2378562,785,548,341,778
382011,514,967,809,81
2091598,494,87,493,225
5328538,316,241,998,994
9660046,643,854,585,550
8098641,298,496,337,141
9094320,558,582,968,252
9721285,410,992,171,617
5913218,978,978,792,805
2596109,923,346,43,708
5563763,486,170,171,478
2485604,672,864,215,222
6050398,411,870,485,568
4367693,558,734,754,308
9339414,690,507,343,569
1153018,881,43,892,594
2250246,253,953,501,945
4275082,686,833,592,748
4014038,92,76,505,232
5398906,986,562,454,449
9002562,80,597,80,737
6164807,399,579,682,393
2895671,711,321,322,415
1841405,98,884,502,854
3820862,87,374,138,715
7818628,657,478,705,575
9121028,733,1,470,28
6598371,232,928,744,677
9939043,636,132,562,711
5971941,888,340,110,44
2210435,472,484,734,251
9540700,523,7,726,409
2843588,409,108,147,333
8438928,193,625,169,163
1637110,141,814,646,310
1747064,575,663,256,78
8420920,621,671,536,928
8618783,1,762,86,87
7003399,321,487,812,236
7136031,88,545,291,620
2922844,167,439,308,433
8698541,133,104,660,156
8433799,700,865,89,924
2558646,117,948,620,649
6145089,728,946,533,832
9541256,408,553,216,940
6874636,456,247,314,252
9545698,323,599,836,998
7027826,834,98,994,296
6875756,404,741,338,580
5489840,471,125,775,241
6863811,251,244,469,37
4737465,325,528,999,497
3629183,543,40,834,374
9746239,300,944,785,959
2965155,739,277,203,813
3074679,96,750,861,704
1014860,682,437,258,109
1632885,243,557,890,38
7914120,628,846,313,302
5056256,693,245,664,646
350992,348,281,434,632
2317460,710,36,384,673
3923108,153,193,972,596
1403801,963,601,262,171
1737643,480,596,831,880
9889714,361,553,285,58
2639096,431,561,981,997
8528135,908,806,503,674
4070462,664,825,635,416
5431835,499,490,863,663
7392921,671,491,837,662
7145484,445,713,180,133
8746618,74,52,638,5
3372337,448,693,444,2
1825230,996,102,13,71
6035188,693,591,288,135
8997283,602,430,990,823
4569397,750,691,771,692
928160,969,17,924,154
9379504,225,470,157,551
3258707,821,40,836,731
8895911,120,268,854,233
2235131,267,201,494,194
2861640,543,418,525,62
2295384,334,608,58,510
7222709,695,881,474,589
2073771,15,543,802,885
6563908,770,433,90,798
5511613,452,250,131,283
8341490,510,235,811,538
3140111,390,826,660,329
6320022,767,680,872,902
6776711,643,771,813,875
8253936,459,515,228,499
4232206,591,664,25,547
1095501,304,752,530,706
4624235,843,926,709,68
1387801,349,281,519,778
3262100,231,450,716,395
9376209,90,619,74,267
7911889,828,360,718,115
7310576,646,482,704,774
6688639,335,161,668,774
9033056,146,506,28,729
7140040,821,269,314,367
7963105,942,751,508,406
4672016,832,809,623,614
7343702,106,595,552,758
3347113,739,308,69,479
2662540,899,593,876,44
6601594,248,931,498,498
9467127,759,617,379,641
755447,145,52,360,106
7953988,838,869,860,64
851963,864,104,454,765
2488626,819,292,153,628
9054196,153,75,874,796
5423308,395,857,544,355
2564073,522,4,659,757
5656505,644,82,799,434
6402855,107,75,445,531
363974,778,364,508,120
5305804,277,156,783,442
9015111,169,665,267,621
1562277,711,448,41,745
6106476,335,457,223,608
9845565,343,677,407,281
7834647,562,149,147,20
3369975,627,219,401,249
250832,34,453,338,713
222788,715,545,439,591
9015469,506,608,41,888
9351026,916,797,769,752
2043087,191,977,591,635
6478057,857,219,29,74
9716172,13,766,531,107
2647736,471,422,783,792
818713,999,482,790,995
816342,914,801,825,64
1500058,28,249,852,945
5455315,22,792,166,620
8172343,501,623,945,708
5183533,801,689,714,194
4184410,472,53,933,610
5544928,949,531,249,840
6289651,675,558,400,364
2464391,860,223,329,420
5091269,333,298,743,322
381933,898,684,333,881
3162731,578,756,889,547
92244,961,691,62,231
8652139,10,76,160,649
9407584,852,622,29,581
4552982,204,198,611,794
7744299,181,648,460,523
271190,71,699,88,926
7467274,940,90,740,680
9598493,127,490,994,31
1037536,243,927,859,13
2929323,474,937,369,586
9552848,134,17,782,778
99569,58,714,77,856
4576745,107,899,730,169
993959,371,295,85,786
214509,430,423,772,466
9288176,881,653,941,636
3767113,803,852,696,603
4625247,631,235,143,651
6197005,600,23,638,127
1004137,703,91,737,323
3517816,133,959,380,758
2559929,605,468,264,601
2096097,531,998,134,606
8943563,193,579,386,325
2346707,832,555,934,414
3043940,697,381,336,859
9911875,950,201,136,88
7706946,43,953,994,259
8884923,18,153,391,411
1468861,100,415,948,690
8494879,824,662,561,848
1194152,314,869,615,249
878974,870,157,369,675
3213590,973,435,354,183
3535400,35,513,272,775
6216856,278,354,148,287
5033646,783,808,571,973
3690094,999,721,800,232
4889154,421,104,986,884
4464951,641,9,761,127
2220581,503,47,608,436
9876547,763,914,807,822
3833706,657,321,97,979
9757309,780,479,918,800
5966850,351,920,190,845
7106927,381,426,649,378
6361181,657,772,344,371
7119352,759,546,709,8
4070255,945,60,932,117
3802950,583,674,54,244
1103990,720,75,92,734
970220,242,434,634,167
2728699,320,889,537,485
9782353,622,772,961,418
823998,212,704,438,609
2731091,674,809,489,18
5376178,310,618,451,826
961364,211,428,648,740
3003309,703,820,373,219
4189164,971,343,647,562
8538663,484,992,810,887
4472517,451,38,378,374
6162173,434,611,321,498
7641201,178,919,756,292
1487249,110,905,784,778
6160300,978,731,191,370
8994384,203,812,29,154
9545535,229,236,866,603
6135610,40,419,950,550
5369272,435,79,236,658
8854587,667,797,963,2
2879142,740,542,929,24
9347399,753,320,232,303
5309270,769,160,72,570
4370491,314,148,805,645
8692103,898,214,491,206
4125937,29,144,751,508
6573733,698,769,683,883
9486440,766,735,277,497
2235889,400,195,748,448
7720919,693,575,797,927
9124595,318,331,735,758
9046720,183,986,14,140
4629951,543,610,441,190
9248259,516,911,786,448
1625948,649,881,168,916
2377623,818,861,545,99
4920471,84,58,48,799
691200,348,599,481,388
8686019,152,866,547,2
1502261,786,749,453,12
1721522,914,969,844,107
5274514,130,933,659,679
3224515,261,455,232,413
3469487,366,976,849,428
9095513,349,973,53,957
7170376,644,353,721,448
5736704,741,748,385,731
1636594,659,448,768,761
3330425,72,885,993,515
3560860,153,318,893,587
7321690,122,391,874,625
8840436,759,106,326,719
4769551,338,165,943,146
4650805,948,657,656,206
7691100,682,67,392,636
1131720,516,369,536,653
100342,980,959,336,557
1820075,76,573,223,248
3026212,849,358,253,320
1543523,280,746,903,685
1822184,881,690,908,230
849920,353,580,407,277
9606277,270,932,297,836
565345,911,471,603,736
1624922,389,365,715,252
3289713,946,882,836,848
6744511,790,660,737,224
5956573,749,174,158,970
1156751,524,563,564,275
8872640,733,763,624,339
1284126,650,366,837,286
7987666,172,567,580,636
9063052,655,596,487,985
1767961,754,426,722,635
9685194,504,194,294,19
7584177,177,809,957,173
8487129,526,61,814,252
3308308,791,605,417,897
5794864,355,122,503,564
6707829,322,797,892,232
5368816,157,144,3,894
2628790,956,54,802,730
2680720,146,224,629,621
2021549,1,560,203,180
4314167,58,952,151,198
4455390,198,779,762,369
4752216,416,28,726,855
7177850,576,101,784,691
1577358,325,840,732,615
2640861,163,345,991,605
8745767,751,566,109,832
7595845,773,703,824,718
1239962,843,912,728,689
3190472,701,505,974,653
3248855,701,650,448,259
6298341,755,238,696,746
5322765,680,42,123,230
4683483,899,640,761,0
8055654,849,580,99,657
5701682,732,207,616,36
5034,92,490,531,819
4832009,365,241,407,493
1989734,122,20,945,175
9589254,431,388,968,171
611538,481,276,935,429
5195452,841,188,35,713
4021188,85,213,433,121
3784023,443,527,279,231
5916756,199,92,148,250
8706341,789,827,423,113
9431360,856,903,523,698
490394,755,806,479,795
655963,785,617,121,48
6271964,635,417,397,386
8790024,517,208,327,374
9941393,491,60,531,114
3078851,952,382,55,182
5220339,446,951,341,810
9913798,396,421,363,786
832719,471,563,545,790
399510,993,780,340,12
5446360,235,222,27,848
705692,879,22,798,596
4485730,508,761,331,978
8832960,912,778,842,549
914980,367,9,244,429
7590897,289,706,165,677
3219672,160,477,540,499
7177818,534,939,209,777
5313514,551,339,573,989
2973251,787,584,801,64
6253909,259,486,946,223
2424958,542,666,948,668
8383130,974,632,900,414
2089586,360,245,518,966
8352267,418,25,97,481
4812829,766,847,93,553
7434639,622,308,624,821
1914204,290,138,47,168
6762399,186,596,854,329
2307519,970,243,357,343
9243268,65,313,625,384
1786523,767,635,149,481
5051001,438,393,949,959
3071636,323,281,136,427
7648145,184,977,690,534
7937051,298,802,145,697
6038113,388,659,972,783
7091415,348,856,378,979
7028709,64,457,351,527
1093601,97,934,61,992
1827230,439,396,184,262
8535729,572,795,549,623
8040567,335,534,737,560
7044056,612,811,624,580
491558,885,55,101,319
6402332,500,445,190,186
8293441,643,510,368,866
2282009,473,314,623,513
8673855,243,932,935,152
2484862,501,657,824,861
6668144,132,696,897,178
9176120,303,961,469,442
5142796,957,533,889,83
9447598,648,296,819,156
3785490,797,71,620,374
2999046,36,859,762,883
4531329,959,703,655,951
7886579,398,888,964,840
5801321,689,651,305,531
4308678,224,914,359,988
9943202,271,382,7,91
2911140,876,13,669,957
6745334,606,211,631,1
3034417,139,11,623,450
8452126,957,641,344,29
2479843,321,780,973,907
9616738,15,932,623,1
1105554,87,727,590,560
4971980,143,295,6,976
6037886,18,527,976,674
8218158,993,243,283,768
3916555,837,766,606,387
5123294,250,22,127,210
7976368,223,113,827,780
9096118,544,921,541,469
4154500,991,622,989,126
4841309,813,498,623,481
2312697,423,949,351,683
5451065,875,160,744,991
883246,850,452,597,466
7802800,541,755,840,173
7787637,401,519,762,823
1289134,826,472,501,40
3732401,675,308,903,716
9402988,681,842,934,121
2501929,883,192,330,801
2048785,892,232,261,280
6799739,661,54,616,829
6760369,646,355,761,177
4103758,542,850,303,730
5322252,59,274,701,744
4293468,96,29,381,150
8806969,364,109,991,539
7266203,194,833,621,455
7465897,500,431,194,575
4182398,427,903,139,75
6569058,618,225,406,69
7177219,399,875,116,990
3952808,279,243,94,800
2813633,917,705,153,882
956283,46,227,627,831
6003923,358,221,395,546
9812265,250,237,142,204
1935800,479,593,36,771
4814595,889,89,393,372
7037429,860,961,48,753
8532131,941,213,246,159
1801491,415,821,194,551
7398632,333,263,78,739
44961,666,484,252,904
9629823,328,535,289,518
5195746,246,622,514,784
5748822,684,661,921,39
5201239,13,639,912,528
7029727,438,212,449,345
2752146,150,391,68,62
6717757,452,155,485,984
3019150,937,105,209,76
7690505,629,596,819,46
4729541,875,780,857,908
8055025,809,306,919,194
6478382,556,109,571,951
